REPORT_DISTRICT,REPORT_DISTNAME,REPORT_CHARTER_STATUS,BLANK_COLUMN,DISTRICT,SERVICE,SERVICEX,CTE_STUDENTS,CTE_HOURS,CTE_AVG,ALL_STUDENTS,ALL_HOURS,ALL_AVG
,,,,105902,13039600,AUTOMOTIVE TECHNOLOGY,,0,,5,15,3
Total,,,,105902,,,189,751,4,238,934,3.9
,,,,105902,,,,,,,,
105904,DRIPPING SPRINGS ISD,TRADITIONAL ISD/CSD,,105904,3102500,INDEP STUDY IN MATH (1ST TIME),3,3,3,3,3,3
,,,,105904,3220300,ENGLISH III (ENG 3),59,339,5.7,108,612,5.7
,,,,105904,3220400,ENGLISH IV (ENG 4),51,153,3,80,240,3
,,,,105904,3241400,COMMUNICATION APPLICATIONS,57,171,3,105,315,3
,,,,105904,3310300,ECONOMICS W/EMPH FREE ENTERPR,3,3,3,3,3,3
,,,,105904,3330100,UNITED STATES GOVERNMENT (GOVT,51,153,3,83,249,3
,,,,105904,3340100,US HISTORY STUDIES SINCE 1877,59,177,3,109,327,3
,,,,105904,3350100,PSYCHOLOGY (PSYCH),3,3,3,3,3,3
,,,,105904,3370100,SOCIOLOGY (SOC),38,114,3,58,174,3
,,,,105904,3380001,SOCIAL STD ADV STDYS (1ST CRD),3,3,3,3,3,3
,,,,105904,3380002,SPEC TOPIC IN SOC STUD (1ST),35,105,3,56,168,3
,,,,105904,3500100,ART I (ART 1),,0,,3,3,3
Total,,,,105904,,,354,"1,224",3.5,610,"2,118",3.5
,,,,105904,,,,,,,,
105905,WIMBERLEY ISD,TRADITIONAL ISD/CSD,,105905,3220300,ENGLISH III (ENG 3),35,204,5.8,42,246,5.9
,,,,105905,3220400,ENGLISH IV (ENG 4),26,144,5.5,30,168,5.6
,,,,105905,3350100,PSYCHOLOGY (PSYCH),13,39,3,19,57,3
,,,,105905,3370100,SOCIOLOGY (SOC),9,36,4,20,60,3
,,,,105905,3440300,LANG O/T ENGLISH III - SPANISH,24,172,7.2,38,284,7.5
,,,,105905,3440400,LANG O/T ENGLISH IV - SPANISH,4,16,4,8,32,4
Total,,,,105905,,,112,611,5.5,153,847,5.5
,,,,105905,,,,,,,,
105906,HAYS CISD,TRADITIONAL ISD/CSD,,105906,3220300,ENGLISH III (ENG 3),55,315,5.7,66,375,5.7
,,,,105906,3220400,ENGLISH IV (ENG 4),49,183,3.7,65,240,3.7
,,,,105906,3241400,COMMUNICATION APPLICATIONS,3,3,3,21,63,3
,,,,105906,3310300,ECONOMICS W/EMPH FREE ENTERPR,3,3,3,3,3,3
,,,,105906,3330100,UNITED STATES GOVERNMENT (GOVT,46,138,3,61,183,3
,,,,105906,3340100,US HISTORY STUDIES SINCE 1877,53,159,3,63,189,3
,,,,105906,3350100,PSYCHOLOGY (PSYCH),,0,,3,3,3
,,,,105906,3370100,SOCIOLOGY (SOC),45,135,3,48,144,3
,,,,105906,3810100,HEALTH EDUCATION (HLTH ED),,0,,3,3,3
Total,,,,105906,,,264,978,3.7,328,"1,206",3.7
,,,,105906,,,,,,,,
106901,CANADIAN ISD,TRADITIONAL ISD/CSD,,106901,3101100,PRECALCULUS (PRE CALC),23,138,6,27,162,6
,,,,106901,3102500,INDEP STUDY IN MATH (1ST TIME),10,40,4,16,64,4
,,,,106901,3220400,ENGLISH IV (ENG 4),21,126,6,25,150,6
,,,,106901,3240900,PUBLIC SPEAKING I (PUBSPKG1),6,18,3,6,18,3
,,,,106901,3310300,ECONOMICS W/EMPH FREE ENTERPR,21,63,3,26,78,3
,,,,106901,3330100,UNITED STATES GOVERNMENT (GOVT,23,69,3,29,87,3
,,,,106901,3340100,US HISTORY STUDIES SINCE 1877,24,141,5.9,27,159,5.9
,,,,106901,13000700,ADVANCED ANIMAL SCIENCE,13,39,3,13,39,3
,,,,106901,13037200,SCIENTIFIC RESEARCH & DESIGN,12,72,6,12,72,6
Total,,,,106901,,,148,706,4.8,173,829,4.8
,,,,106901,,,,,,,,
107901,ATHENS ISD,TRADITIONAL ISD/CSD,,107901,3050000,PHYSICS (PHYSICS),13,90,6.9,27,178,6.6
,,,,107901,3101100,PRECALCULUS (PRE CALC),3,3,3,5,15,3
,,,,107901,3102500,INDEP STUDY IN MATH (1ST TIME),14,42,3,31,93,3
,,,,107901,3102501,INDEP STUDY IN MATH (2ND TIME),3,3,3,5,15,3
,,,,107901,3102502,INDEPEND STUDY MATH,,0,,3,3,3
,,,,107901,3102530,STATISTICS,10,30,3,20,63,3.2
,,,,107901,3220300,ENGLISH III (ENG 3),20,75,3.8,40,156,3.9
,,,,107901,3220400,ENGLISH IV (ENG 4),47,156,3.3,73,240,3.3
,,,,107901,3221600,HUMANITIES (FIRST TIME TAKEN),3,3,3,3,3,3
,,,,107901,3221810,INDEP STUDY/ENGLISH (2ND TIME),3,3,3,3,3,3
,,,,107901,3221830,INDEP STUDY IN ENG:HEB SCRIP,3,3,3,3,3,3
,,,,107901,3241400,COMMUNICATION APPLICATIONS,80,240,3,111,333,3
,,,,107901,3250700,"THEATRE I, THEATRE PROD I",60,180,3,67,201,3
,,,,107901,3251100,TECHNICAL THEATRE III (TH3TECH,5,15,3,6,24,4
,,,,107901,3251200,TECHNICAL THEATRE IV (TH4TECH),6,18,3,6,24,4
,,,,107901,3310300,ECONOMICS W/EMPH FREE ENTERPR,3,12,4,6,18,3
,,,,107901,3310301,ECONOMICS ADV STUDIES (1ST),18,54,3,30,90,3
,,,,107901,3330100,UNITED STATES GOVERNMENT (GOVT,27,81,3,39,117,3
,,,,107901,3350100,PSYCHOLOGY (PSYCH),,0,,3,3,3
,,,,107901,3370100,SOCIOLOGY (SOC),1,1,1,1,1,1
,,,,107901,3380001,SOCIAL STD ADV STDYS (1ST CRD),30,111,3.7,46,174,3.8
,,,,107901,3380021,SOCIAL STD ADV STDYS (2ND CRD),10,30,3,23,69,3
,,,,107901,3380032,SPEC TOPICS IN SOC STUD (3RD),3,3,3,3,3,3
,,,,107901,3440100,LANG O/T ENGLISH I - SPANISH,4,4,4,3,12,4
,,,,107901,3440200,LANG O/T ENGLISH II - SPANISH,3,3,3,3,3,3
,,,,107901,3440300,LANG O/T ENGLISH III - SPANISH,14,81,5.8,16,93,5.8
,,,,107901,3500600,"ART II, PAINTING I",6,6,6,6,6,6
,,,,107901,3810100,HEALTH EDUCATION (HLTH ED),6,18,3,25,75,3
,,,,107901,3810200,ADVANCED HEALTH EDUCATION,36,111,3.1,49,150,3.1
,,,,107901,13002510,"PRACTCM IN AG,FOOD&NAT RES II",5,10,2,5,10,2
,,,,107901,13008300,ANIMATION,6,6,6,6,6,6
,,,,107901,13009100,COMMERCIAL PHOTOGRAPHY,17,51,3,24,75,3.1
,,,,107901,13009200,ADV COMMERCIAL PHOTOGRAPHY,13,48,3.7,17,60,3.5
,,,,107901,13011200,"PRINC OF BUSIN, MARK, & FINAN",96,288,3,96,288,3
,,,,107901,13011400,BUSIN INFO MGT I,75,225,3,75,225,3
,,,,107901,13011600,BUSINESS ENGLISH,7,21,3,6,24,4
,,,,107901,13011900,HUMAN RESOURCES MGT,3,3,3,3,3,3
,,,,107901,13012100,BUSINESS MANAGEMENT,3,12,4,3,12,4
,,,,107901,13014200,PRINC OF ED & TRAINING,1,1,1,1,1,1
,,,,107901,13014400,INSTR PRACT IN ED & TRAINING,3,3,3,3,3,3
,,,,107901,13016800,FINANCIAL ANALYSIS,,0,,6,6,6
,,,,107901,13024500,LIFETIME NUTRIT & WELLNSS,3,3,3,3,3,3
,,,,107901,13024700,CHILD DEVELOPMENT,5,15,3,5,15,3
,,,,107901,13024800,CHILD GUIDANCE,4,4,4,4,4,4
,,,,107901,13024900,FAMILY & COMM SVCS,3,3,3,3,3,3
,,,,107901,13027200,PRINCIPLES OF INFO TECH,3,3,3,3,3,3
,,,,107901,13027300,COMPUTER MAINTENANCE,3,3,3,3,3,3
,,,,107901,13027500,COMPUTER TECHNICIAN,3,3,3,3,3,3
,,,,107901,13029200,"PRINC LAW, PUB SAFE,CORRT &SEC",6,24,4,6,24,4
,,,,107901,13029400,LAW ENFORCEMENT II,4.5,4.5,4.5,4.5,4.5,4.5
,,,,107901,13029600,COURT SYS & PRACTICES,6,18,3,6,18,3
,,,,107901,13029700,CORRECTIONAL SERVICES,3,3,3,3,3,3
,,,,107901,13032200,PRINCIPLES OF MANUFACTURING,13,39,3,13,39,3
,,,,107901,13032400,ADVANCED WELDING,5,10,2,5,10,2
,,,,107901,13032500,PRECISION METAL MANUFACTURING,16,50,3.1,16,50,3.1
,,,,107901,13036500,ENG DESIGN & PRESENTATION,14,42,3,14,42,3
,,,,107901,13036600,ADV ENG DESIGN & PRESENTATION,16,48,3,16,48,3
,,,,107901,13037200,SCIENTIFIC RESEARCH & DESIGN,0,35,0,10,65,6.5
,,,,107901,A3010200,AP BIOLOGY,31,270,8.7,48,415,8.6
,,,,107901,N1303012,FORENSIC PSYCHOLOGY,3,3,3,3,3,3
,,,,107901,PES00055,INDIVIDUAL OR TEAM SPORTS,6,18,3,10,30,3
Total,,,,107901,,,773,"2,688",3.5,"1,044","3,717",3.6
,,,,107901,,,,,,,,
107902,BROWNSBORO ISD,TRADITIONAL ISD/CSD,,107902,3102500,INDEP STUDY IN MATH (1ST TIME),13,39,3,15,45,3
,,,,107902,3102501,INDEP STUDY IN MATH (2ND TIME),12,36,3,14,42,3
,,,,107902,3220400,ENGLISH IV (ENG 4),28,144,5.1,30,156,5.2
,,,,107902,3310300,ECONOMICS W/EMPH FREE ENTERPR,25,75,3,28,84,3
,,,,107902,3330100,UNITED STATES GOVERNMENT (GOVT,28,84,3,30,90,3
,,,,107902,3500120,ART I-ART & MEDIA COMMUNICA. I,24,72,3,33,99,3
,,,,107902,13009900,PROFESSIONAL COMMUNICATIONS,27,81,3,36,108,3
Total,,,,107902,,,157,531,3.4,186,624,3.4
,,,,107902,,,,,,,,
107904,CROSS ROADS ISD,TRADITIONAL ISD/CSD,,107904,3101100,PRECALCULUS (PRE CALC),9,27,3,9,27,3
,,,,107904,3102500,INDEP STUDY IN MATH (1ST TIME),1,1,1,1,1,1
,,,,107904,3220300,ENGLISH III (ENG 3),11,40,3.6,12,44,3.7
,,,,107904,3220400,ENGLISH IV (ENG 4),3,12,4,3,12,4
,,,,107904,3221600,HUMANITIES (FIRST TIME TAKEN),1,1,1,1,1,1
,,,,107904,3310300,ECONOMICS W/EMPH FREE ENTERPR,1,1,1,1,1,1
,,,,107904,3330100,UNITED STATES GOVERNMENT (GOVT,15,15,1,16,16,1
,,,,107904,3350100,PSYCHOLOGY (PSYCH),1,1,1,1,1,1
,,,,107904,3380001,SOCIAL STD ADV STDYS (1ST CRD),14,14,1,14,14,1
,,,,107904,3440400,LANG O/T ENGLISH IV - SPANISH,1,1,1,1,1,1
,,,,107904,3500300,ART III,3,3,3,3,3,3
Total,,,,107904,,,62,123,2,64,128,2
,,,,107904,,,,,,,,
107905,EUSTACE ISD,TRADITIONAL ISD/CSD,,107905,3101100,PRECALCULUS (PRE CALC),4.8,4.8,4.8,19,108,5.7
,,,,107905,3102500,INDEP STUDY IN MATH (1ST TIME),11,44,4,13,52,4
,,,,107905,3220300,ENGLISH III (ENG 3),10,54,5.4,27,153,5.7
,,,,107905,3220400,ENGLISH IV (ENG 4),12,72,6,14,84,6
,,,,107905,3310300,ECONOMICS W/EMPH FREE ENTERPR,3,3,3,3,12,4
,,,,107905,3330100,UNITED STATES GOVERNMENT (GOVT,16,87,5.4,20,111,5.6
,,,,107905,3340100,US HISTORY STUDIES SINCE 1877,18,54,3,17,102,6
,,,,107905,13032300,WELDING,15,45,3,14,72,5.1
Total,,,,107905,,,69,386,5.6,122,694,5.7
,,,,107905,,,,,,,,
107906,MALAKOFF ISD,TRADITIONAL ISD/CSD,,107906,3102530,STATISTICS,3,12,4,3,12,4
,,,,107906,3220300,ENGLISH III (ENG 3),,0,,3,3,3
,,,,107906,3220400,ENGLISH IV (ENG 4),3,12,4,3,12,4
,,,,107906,3240900,PUBLIC SPEAKING I (PUBSPKG1),3,3,3,3,3,3
,,,,107906,3380002,SPEC TOPIC IN SOC STUD (1ST),3,3,3,3,3,3
,,,,107906,3380022,SPEC TOPIC IN SOC STUD (2ND),3,3,3,3,3,3
,,,,107906,13020300,MEDICAL TERMINOLOGY,5,15,3,5,15,3
Total,,,,107906,,,14,48,3.4,17,57,3.4
,,,,107906,,,,,,,,
107907,TRINIDAD ISD,TRADITIONAL ISD/CSD,,107907,3100600,ALGEBRA II (ALG2),6,6,6,6,6,6
,,,,107907,3220300,ENGLISH III (ENG 3),3,12,4,3,12,4
,,,,107907,3330100,UNITED STATES GOVERNMENT (GOVT,,0,,3,3,3
,,,,107907,3350100,PSYCHOLOGY (PSYCH),,0,,3,3,3
,,,,107907,13011400,BUSIN INFO MGT I,3,3,3,3,3,3
,,,,107907,FAS00001,"FINE ARTS, SUBST, COM-BSED PGM",6,6,6,6,6,6
Total,,,,107907,,,10,30,3,13,39,3
,,,,107907,,,,,,,,
108808,VANGUARD ACADEMY,OPEN ENROLLMENT CHARTER,,108808,3101100,PRECALCULUS (PRE CALC),28,144,5.1,28,144,5.1
,,,,108808,3155600,MUSIC STUDIES-MUSIC APPREC. I,25,75,3,25,75,3
,,,,108808,3220300,ENGLISH III (ENG 3),13,75,5.8,14,81,5.8
,,,,108808,3330100,UNITED STATES GOVERNMENT (GOVT,20,60,3,20,60,3
,,,,108808,3380001,SOCIAL STD ADV STDYS (1ST CRD),20,60,3,20,60,3
,,,,108808,3500110,ART I - ART APPRECIATION,51,153,3,52,156,3
Total,,,,108808,,,157,567,3.6,159,576,3.6
,,,,108808,,,,,,,,
108902,DONNA ISD,TRADITIONAL ISD/CSD,,108902,3010200,BIOLOGY (BIO),6,24,4,11,44,4
,,,,108902,3040000,CHEMISTRY (CHEM),0,19,0,0,35,0
,,,,108902,3101100,PRECALCULUS (PRE CALC),72,556,7.7,101,780,7.7
,,,,108902,3220300,ENGLISH III (ENG 3),92,525,5.7,150,852,5.7
,,,,108902,3220400,ENGLISH IV (ENG 4),39,192,4.9,48,234,4.9
,,,,108902,3330100,UNITED STATES GOVERNMENT (GOVT,3,3,3,3,3,3
,,,,108902,3340100,US HISTORY STUDIES SINCE 1877,85,480,5.6,140,792,5.7
,,,,108902,3380001,SOCIAL STD ADV STDYS (1ST CRD),21,120,5.7,26,144,5.5
,,,,108902,3440300,LANG O/T ENGLISH III - SPANISH,26,150,5.8,38,219,5.8
,,,,108902,13004600,ARCHITECTURAL DESIGN,13,75,5.8,13,75,5.8
,,,,108902,13004700,ADV ARCHITECTURAL DESIGN,10,30,3,10,30,3
,,,,108902,13011500,BUSIN INFO MGT II,69,518,7.5,69,518,7.5
,,,,108902,13012100,BUSINESS MANAGEMENT,31,186,6,31,186,6
,,,,108902,13020600,ANATOMY & PHYSIOLOGY,4,4,4,4,4,4
,,,,108902,13022700,PRACITCUM CULINARY ARTS,52,97,1.9,52,97,1.9
,,,,108902,13022710,PRACITCUM CULINARY ARTS II,31,177,5.7,31,177,5.7
,,,,108902,13029400,LAW ENFORCEMENT II,62,288,4.6,62,288,4.6
,,,,108902,13032300,WELDING,21,42,2,21,42,2
,,,,108902,13032400,ADVANCED WELDING,10,40,4,10,40,4
,,,,108902,13032900,MANUFACTURING ENGINEERING,14,34,2.4,14,34,2.4
,,,,108902,13033000,PRACTICUM MANUFACTURING,18,72,4,18,72,4
,,,,108902,13036500,ENG DESIGN & PRESENTATION,3,3,3,3,3,3
,,,,108902,13039900,ADV COLLIS REPAIR & REFINISH,11,63,5.7,11,63,5.7
,,,,108902,13040400,"PRACTICUM TRANS, DIST & LOG",10,76,7.6,10,76,7.6
,,,,108902,A3100101,AP CALCULUS AB,19,76,4,23,92,4
,,,,108902,A3220100,AP ENGLISH LANGUAGE AND COMP,3,3,3,5,15,3
,,,,108902,A3340100,AP UNITED STATES HISTORY,3,3,3,6,18,3
,,,,108902,N1120027,ORGANIC CHEMISTRY (ORGNCHEM),3,3,3,3,3,3
Total,,,,108902,,,705,"3,871",5.5,887,"4,936",5.6
,,,,108902,,,,,,,,
108904,EDINBURG CISD,TRADITIONAL ISD/CSD,,108904,3101100,PRECALCULUS (PRE CALC),270,"1,365",5.1,381,"1,959",5.1
,,,,108904,3155600,MUSIC STUDIES-MUSIC APPREC. I,18,54,3,23,69,3
,,,,108904,3221500,LITERARY GENRES (LIT GENR),34,150,4.4,39,174,4.5
,,,,108904,3310300,ECONOMICS W/EMPH FREE ENTERPR,3,3,3,3,3,3
,,,,108904,3330100,UNITED STATES GOVERNMENT (GOVT,53,159,3,62,186,3
,,,,108904,3340100,US HISTORY STUDIES SINCE 1877,15,45,3,23,69,3
,,,,108904,3350100,PSYCHOLOGY (PSYCH),67,201,3,113,339,3
,,,,108904,3440300,LANG O/T ENGLISH III - SPANISH,14,84,6,31,186,6
,,,,108904,3440400,LANG O/T ENGLISH IV - SPANISH,21,108,5.1,31,165,5.3
,,,,108904,3500110,ART I - ART APPRECIATION,38,114,3,56,168,3
,,,,108904,3580200,COMPUTER SCIENCE I,48,144,3,126,378,3
,,,,108904,13008500,AUDIO VIDEO PRODUCTION,32,153,4.8,32,153,4.8
,,,,108904,13009900,PROFESSIONAL COMMUNICATIONS,129,387,3,129,387,3
,,,,108904,13011500,BUSIN INFO MGT II,554,"3,102",5.6,554,"3,102",5.6
,,,,108904,13016600,ACCOUNTING I,38,222,5.8,38,222,5.8
,,,,108904,13016700,ACCOUNTING II,6,6,6,6,6,6
,,,,108904,13020300,MEDICAL TERMINOLOGY,37,111,3,37,111,3
,,,,108904,13020500,PRACTICUM HEALTH SCIENCE,26,132,5.1,26,132,5.1
,,,,108904,13027300,COMPUTER MAINTENANCE,29,165,5.7,29,165,5.7
,,,,108904,13027500,COMPUTER TECHNICIAN,13,78,6,13,78,6
,,,,108904,13027800,DIGITAL & INTERACTIVE MEDIA,335,"1,959",5.8,335,"1,959",5.8
,,,,108904,13036800,ELECTRONICS,6,24,4,6,24,4
,,,,108904,13039600,AUTOMOTIVE TECHNOLOGY,19,102,5.4,20,105,5.3
,,,,108904,13039700,ADV AUTOMOTIVE TECHNOLOGY,9,36,4,9,36,4
,,,,108904,A3010200,AP BIOLOGY,151,864,5.7,198,"1,131",5.7
,,,,108904,A3040000,AP CHEMISTRY,24,138,5.8,37,216,5.8
,,,,108904,A3100101,AP CALCULUS AB,9,27,3,18,54,3
,,,,108904,A3100200,AP STATISTICS (APSTATS),14,54,3.9,19,69,3.6
,,,,108904,A3220100,AP ENGLISH LANGUAGE AND COMP,173,975,5.6,300,"1,701",5.7
,,,,108904,A3220200,AP ENGLISH LITERATURE AND COMP,167,942,5.6,248,"1,401",5.6
,,,,108904,A3310200,AP MACROECONOMICS,89,267,3,113,339,3
,,,,108904,A3330100,AP U.S. GOVERNMENT & POLITICS,138,414,3,168,504,3
,,,,108904,A3340100,AP UNITED STATES HISTORY,151,819,5.4,315,"1,704",5.4
,,,,108904,A3440100,AP LANG OTH THAN ENG LV 4 SPAN,122,660,5.4,243,"1,374",5.7
Total,,,,108904,,,"2,843","14,082",5,"3,772","18,687",5
,,,,108904,,,,,,,,
108905,HIDALGO ISD,TRADITIONAL ISD/CSD,,108905,3101100,PRECALCULUS (PRE CALC),91,708,7.8,107,832,7.8
,,,,108905,3221800,INDEP STUDY/ENGLISH (1ST TIME),6,6,6,6,24,4
,,,,108905,3440400,LANG O/T ENGLISH IV - SPANISH,74,393,5.3,84,438,5.2
,,,,108905,3500100,ART I (ART 1),32,96,3,47,141,3
,,,,108905,3500110,ART I - ART APPRECIATION,52,156,3,56,168,3
,,,,108905,13011400,BUSIN INFO MGT I,13,39,3,14,42,3
,,,,108905,13011500,BUSIN INFO MGT II,,0,,3,3,3
,,,,108905,13020510,PRACTICUM HEALTH SCIENCE II,10,39,3.9,10,39,3.9
,,,,108905,13032300,WELDING,19,57,3,19,57,3
,,,,108905,13032600,ADV PRECISION METAL MANUF,5.3,5.3,5.3,5.3,5.3,5.3
,,,,108905,13039600,AUTOMOTIVE TECHNOLOGY,10,60,6,10,60,6
,,,,108905,A3010200,AP BIOLOGY,18,144,8,26,204,7.8
,,,,108905,A3040000,AP CHEMISTRY,12,96,8,17,136,8
,,,,108905,A3050003,AP PHYSICS 1,14,108,7.7,24,188,7.8
,,,,108905,A3100101,AP CALCULUS AB,11,44,4,15,60,4
,,,,108905,A3100200,AP STATISTICS (APSTATS),23,69,3,26,78,3
,,,,108905,A3220100,AP ENGLISH LANGUAGE AND COMP,83,489,5.9,84,495,5.9
,,,,108905,A3220200,AP ENGLISH LITERATURE AND COMP,47,270,5.7,65,375,5.8
,,,,108905,A3310200,AP MACROECONOMICS,68,204,3,95,285,3
,,,,108905,A3330100,AP U.S. GOVERNMENT & POLITICS,70,210,3,97,291,3
,,,,108905,A3340100,AP UNITED STATES HISTORY,94,540,5.7,100,573,5.7
Total,,,,108905,,,746,"3,749",5,906,"4,513",5
,,,,108905,,,,,,,,
108906,MCALLEN ISD,TRADITIONAL ISD/CSD,,108906,3050000,PHYSICS (PHYSICS),4,4,4,4,4,4
,,,,108906,3060100,ASTRONOMY (ASTRMY),10,40,4,23,128,5.6
,,,,108906,3060200,EARTH AND SPACE SCIENCE (ESS),13,64,4.9,30,156,5.2
,,,,108906,3100700,GEOMETRY (GEOM),4,4,4,4,4,4
,,,,108906,3101100,PRECALCULUS (PRE CALC),216,"1,442",6.7,260,"1,690",6.5
,,,,108906,3102500,INDEP STUDY IN MATH (1ST TIME),10,40,4,18,92,5.1
,,,,108906,3102501,INDEP STUDY IN MATH (2ND TIME),4,4,4,5,20,4
,,,,108906,3155600,MUSIC STUDIES-MUSIC APPREC. I,,0,,5,15,3
,,,,108906,3220300,ENGLISH III (ENG 3),17,51,3,40,120,3
,,,,108906,3220400,ENGLISH IV (ENG 4),,0,,3,3,3
,,,,108906,3221200,CREATIVE WRITING,,0,,3,3,3
,,,,108906,3221500,LITERARY GENRES (LIT GENR),,0,,6,18,3
,,,,108906,3221600,HUMANITIES (FIRST TIME TAKEN),6,24,4,15,48,3.2
,,,,108906,3241400,COMMUNICATION APPLICATIONS,95,285,3,107,321,3
,,,,108906,3250100,"THEATRE I, THEATRE ARTS I",6,18,3,7,28,4
,,,,108906,3250400,"THEATRE IV, THEATRE ARTS IV",3,3,3,3,3,3
,,,,108906,3250500,TECHNICAL THEATRE I (TH1TECH),3,3,3,3,3,3
,,,,108906,3250800,"THEATRE II, THEATRE PROD II",,0,,3,3,3
,,,,108906,3310300,ECONOMICS W/EMPH FREE ENTERPR,13,39,3,29,87,3
,,,,108906,3310301,ECONOMICS ADV STUDIES (1ST),3,3,3,3,12,4
,,,,108906,3330100,UNITED STATES GOVERNMENT (GOVT,55,234,4.3,152,597,3.9
,,,,108906,3340100,US HISTORY STUDIES SINCE 1877,56,181,3.2,101,316,3.1
,,,,108906,3340400,WORLD HISTORY STUDIES (W HIST),4,4,4,4,4,4
,,,,108906,3350100,PSYCHOLOGY (PSYCH),32,117,3.7,71,270,3.8
,,,,108906,3370100,SOCIOLOGY (SOC),27,84,3.1,101,327,3.2
,,,,108906,3380001,SOCIAL STD ADV STDYS (1ST CRD),,0,,3,3,3
,,,,108906,3380021,SOCIAL STD ADV STDYS (2ND CRD),3,3,3,3,12,4
,,,,108906,3440100,LANG O/T ENGLISH I - SPANISH,0,17,0,27,90,3.3
,,,,108906,3440200,LANG O/T ENGLISH II - SPANISH,0,23,0,35,118,3.4
,,,,108906,3440300,LANG O/T ENGLISH III - SPANISH,6,6,6,10,30,3
,,,,108906,3500100,ART I (ART 1),32,99,3.1,119,366,3.1
,,,,108906,3500600,"ART II, PAINTING I",3,3,3,5,15,3
,,,,108906,3500700,"ART II, PRINTMAKING I",,0,,3,3,3
,,,,108906,3501000,"ART II, SCULPTURE I",3,3,3,3,3,3
,,,,108906,3501200,"ART II, PHOTOGRAPHY I",,0,,3,3,3
,,,,108906,3580200,COMPUTER SCIENCE I,27,81,3,102,312,3.1
,,,,108906,3580300,COMPUTER SCIENCE II (TACS2),3,3,3,6,18,3
,,,,108906,3580500,DIGITAL ART AND ANIMATION,6,18,3,6,24,4
,,,,108906,3980100,LANG O/T ENGLISH I - ASL,3,12,4,6,24,4
,,,,108906,3980300,LANG O/T ENGLISH III - ASL,16,90,5.6,18,102,5.7
,,,,108906,13005700,ADV ELECTRICAL TECHNOLOGY,4,16,4,6,24,4
,,,,108906,13008900,ADV GRAPHIC DESIGN & ILLUST,16,100,6.3,16,100,6.3
,,,,108906,13009000,PRACTICUM GRAPH DESGN & ILLUST,7,28,4,7,28,4
,,,,108906,13011200,"PRINC OF BUSIN, MARK, & FINAN",12,36,3,15,45,3
,,,,108906,13011400,BUSIN INFO MGT I,3,3,3,3,3,3
,,,,108906,13011500,BUSIN INFO MGT II,325,"2,439",7.5,325,"2,439",7.5
,,,,108906,13011800,GLOBAL BUSINESS,42,126,3,42,126,3
,,,,108906,13012100,BUSINESS MANAGEMENT,178,976,5.5,178,976,5.5
,,,,108906,13012210,PRACTICUM BUSINESS MGT II,3,3,3,3,3,3
,,,,108906,13014500,PRACTICUM ED & TRAINING,,0,,6,18,3
,,,,108906,13016600,ACCOUNTING I,64,319,5,68,335,4.9
,,,,108906,13018400,POLITICAL SCIENCE II,3,3,3,3,12,4
,,,,108906,13018700,PLANNING & GOVERNANCE,6,18,3,15,45,3
,,,,108906,13020300,MEDICAL TERMINOLOGY,97,291,3,97,291,3
,,,,108906,13020400,HEALTH SCIENCE,3,3,3,3,3,3
,,,,108906,13020600,ANATOMY & PHYSIOLOGY,4,16,4,18,84,4.7
,,,,108906,13020700,MEDICAL MICROBIOLOGY,,0,,4,4,4
,,,,108906,13023000,FOOD SCIENCE,116,663,5.7,116,663,5.7
,,,,108906,13024200,PRINCIPLES OF HUMAN SVCS,3,3,3,3,12,4
,,,,108906,13024400,INTERPERSONAL STUDIES,3,3,3,3,3,3
,,,,108906,13024500,LIFETIME NUTRIT & WELLNSS,3,12,4,9,36,4
,,,,108906,13024700,CHILD DEVELOPMENT,86,258,3,86,258,3
,,,,108906,13024800,CHILD GUIDANCE,19,57,3,19,57,3
,,,,108906,13024900,FAMILY & COMM SVCS,3,3,3,3,3,3
,,,,108906,13027400,TELECOMM & NETWORKING,44,324,7.4,44,324,7.4
,,,,108906,13027800,DIGITAL & INTERACTIVE MEDIA,111,802,7.2,111,802,7.2
,,,,108906,13029300,LAW ENFORCEMENT I,23,96,4.2,29,117,4
,,,,108906,13029400,LAW ENFORCEMENT II,6,24,4,11,33,3
,,,,108906,13029600,COURT SYS & PRACTICES,5,15,3,7,21,3
,,,,108906,13029700,CORRECTIONAL SERVICES,3,3,3,3,3,3
,,,,108906,13032300,WELDING,43,252,5.9,45,264,5.9
,,,,108906,13032400,ADVANCED WELDING,9,36,4,9,36,4
,,,,108906,13034400,ENTREPRENEURSHIP,88,265,3,88,265,3
,,,,108906,13034800,PRACTICUM MARKETING DYNAMICS,23,132,5.7,23,132,5.7
,,,,108906,13036600,ADV ENG DESIGN & PRESENTATION,5,15,3,11,33,3
,,,,108906,13036800,ELECTRONICS,,0,,6,18,3
,,,,108906,13037200,SCIENTIFIC RESEARCH & DESIGN,21,116,5.5,61,356,5.8
,,,,108906,13037210,SCIENTIFIC RESEARCH & DESGN II,7,28,4,16,68,4.3
,,,,108906,13037300,ENG DESIGN & PROB SOLVING,4,16,4,10,30,3
,,,,108906,13039600,AUTOMOTIVE TECHNOLOGY,49,380,7.8,49,380,7.8
,,,,108906,13039700,ADV AUTOMOTIVE TECHNOLOGY,11,79,7.2,11,79,7.2
,,,,108906,A3010200,AP BIOLOGY,124,940,7.6,129,976,7.6
