DISTRICT,SERVICE,SERVICEX,CTE_STUDENTS_2015,CTE_HOURS_2015,CTE_AVG_2015,ALL_STUDENTS_2015,ALL_HOURS_2015,ALL_AVG_2015,CTE_STUDENTS_2016,CTE_HOURS_2016,CTE_AVG_2016,ALL_STUDENTS_2016,ALL_HOURS_2016,ALL_AVG_2016,CTE_STUDENTS_2017,CTE_HOURS_2017,CTE_AVG_2017,ALL_STUDENTS_2017,ALL_HOURS_2017,ALL_AVG_2017,CTE_STUDENTS_2018,CTE_HOURS_2018,CTE_AVG_2018,ALL_STUDENTS_2018,ALL_HOURS_2018,ALL_AVG_2018,District_x,TEA District Type_x,TEA Description_x,District_y,TEA District Type_y,TEA Description_y
15907,13036800,ELECTRONICS,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAN ANTONIO ISD,A,Major Urban,SAN ANTONIO ISD,A,Major Urban
15907,13037300,ENG DESIGN & PROB SOLVING,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAN ANTONIO ISD,A,Major Urban,SAN ANTONIO ISD,A,Major Urban
15907,13040410,"PRACTICUM TRANS, DIST & LOG II",0.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0,3.0,6.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAN ANTONIO ISD,A,Major Urban,SAN ANTONIO ISD,A,Major Urban
15907,1170123,ACTING METHODS,0.0,0.0,0.0,0.0,0.0,0.0,13.0,39.0,3.0,32.0,96.0,3.0,27.0,81.0,3.0,31.0,93.0,3.0,15.0,45.0,3.0,16.0,48.0,3.0,SAN ANTONIO ISD,A,Major Urban,SAN ANTONIO ISD,A,Major Urban
15908,3500110,ART I - ART APPRECIATION,0.0,0.0,0.0,0.0,0.0,0.0,31.0,93.0,3.0,106.0,318.0,3.0,25.0,75.0,3.0,123.0,369.0,3.0,130.0,390.0,3.0,132.0,396.0,3.0,SOUTH SAN ANTONIO ISD,B,Major Suburban,SOUTH SAN ANTONIO ISD,B,Major Suburban
15908,3810100,HEALTH EDUCATION (HLTH ED),0.0,0.0,0.0,0.0,0.0,0.0,60.0,180.0,3.0,113.0,339.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,SOUTH SAN ANTONIO ISD,B,Major Suburban,SOUTH SAN ANTONIO ISD,B,Major Suburban
15909,3040007,CHEMISTRY,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.5,3.5,3.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOMERSET ISD,G,Non-metropolitan Stable,SOMERSET ISD,G,Non-metropolitan Stable
15909,3155400,MUSIC STUDIES - MUSIC THEORY I,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,30.0,30.0,1.0,3.0,3.0,3.0,34.0,102.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,SOMERSET ISD,G,Non-metropolitan Stable,SOMERSET ISD,G,Non-metropolitan Stable
15909,3221800,INDEP STUDY/ENGLISH (1ST TIME),0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.5,3.5,3.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOMERSET ISD,G,Non-metropolitan Stable,SOMERSET ISD,G,Non-metropolitan Stable
15909,3350100,PSYCHOLOGY (PSYCH),0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.5,3.5,14.0,43.0,3.1,3.0,3.0,3.0,27.0,81.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,SOMERSET ISD,G,Non-metropolitan Stable,SOMERSET ISD,G,Non-metropolitan Stable
15909,13027600,COMPUTER PROGRAMMING,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOMERSET ISD,G,Non-metropolitan Stable,SOMERSET ISD,G,Non-metropolitan Stable
15909,13027900,WEB TECHNOLOGIES,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOMERSET ISD,G,Non-metropolitan Stable,SOMERSET ISD,G,Non-metropolitan Stable
15909,13032900,MANUFACTURING ENGINEERING,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,4.0,3.0,12.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,SOMERSET ISD,G,Non-metropolitan Stable,SOMERSET ISD,G,Non-metropolitan Stable
15909,13039700,ADV AUTOMOTIVE TECHNOLOGY,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,SOMERSET ISD,G,Non-metropolitan Stable,SOMERSET ISD,G,Non-metropolitan Stable
15909,13040200,TRANS SYSTEMS MGT,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,SOMERSET ISD,G,Non-metropolitan Stable,SOMERSET ISD,G,Non-metropolitan Stable
15910,3250400,"THEATRE IV, THEATRE ARTS IV",0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,9.0,27.0,3.0,3.0,3.0,3.0,5.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,NORTH EAST ISD,A,Major Urban,NORTH EAST ISD,A,Major Urban
15910,3980400,LANG O/T ENGLISH IV - ASL,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,NORTH EAST ISD,A,Major Urban,NORTH EAST ISD,A,Major Urban
15910,13014400,INSTR PRACT IN ED & TRAINING,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,9.0,27.0,3.0,9.0,27.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,NORTH EAST ISD,A,Major Urban,NORTH EAST ISD,A,Major Urban
15910,13014500,PRACTICUM ED & TRAINING,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,4.0,3.0,12.0,4.0,9.0,27.0,3.0,9.0,27.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,NORTH EAST ISD,A,Major Urban,NORTH EAST ISD,A,Major Urban
15910,13020400,HEALTH SCIENCE,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,4.0,3.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORTH EAST ISD,A,Major Urban,NORTH EAST ISD,A,Major Urban
15910,13020700,MEDICAL MICROBIOLOGY,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,4.5,4.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORTH EAST ISD,A,Major Urban,NORTH EAST ISD,A,Major Urban
15910,13024800,CHILD GUIDANCE,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,7.0,21.0,3.0,7.0,21.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,NORTH EAST ISD,A,Major Urban,NORTH EAST ISD,A,Major Urban
15910,13028010,RESEARCH IN INFO TECH SOL II,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,NORTH EAST ISD,A,Major Urban,NORTH EAST ISD,A,Major Urban
15910,13032900,MANUFACTURING ENGINEERING,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORTH EAST ISD,A,Major Urban,NORTH EAST ISD,A,Major Urban
15910,13039500,ADV AIRCRAFT TECHNOLOGY,0.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0,3.0,6.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORTH EAST ISD,A,Major Urban,NORTH EAST ISD,A,Major Urban
15910,3100101,AP CALCULUS AB,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,NORTH EAST ISD,A,Major Urban,NORTH EAST ISD,A,Major Urban
15911,13011400,BUSIN INFO MGT I,0.0,0.0,0.0,0.0,0.0,0.0,17.0,96.0,5.6,17.0,96.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EAST CENTRAL ISD,B,Major Suburban,EAST CENTRAL ISD,B,Major Suburban
15911,13011500,BUSIN INFO MGT II,0.0,0.0,0.0,0.0,0.0,0.0,14.0,72.0,5.1,14.0,72.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EAST CENTRAL ISD,B,Major Suburban,EAST CENTRAL ISD,B,Major Suburban
15911,13020800,PATHOPHYSIOLOGY,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,EAST CENTRAL ISD,B,Major Suburban,EAST CENTRAL ISD,B,Major Suburban
15911,13032900,MANUFACTURING ENGINEERING,0.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0,3.0,6.0,18.0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,EAST CENTRAL ISD,B,Major Suburban,EAST CENTRAL ISD,B,Major Suburban
15911,13039700,ADV AUTOMOTIVE TECHNOLOGY,0.0,0.0,0.0,0.0,0.0,0.0,6.0,24.0,4.0,6.0,24.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,EAST CENTRAL ISD,B,Major Suburban,EAST CENTRAL ISD,B,Major Suburban
15911,13040200,TRANS SYSTEMS MGT,0.0,0.0,0.0,0.0,0.0,0.0,6.0,24.0,4.0,6.0,24.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,EAST CENTRAL ISD,B,Major Suburban,EAST CENTRAL ISD,B,Major Suburban
15912,3155600,MUSIC STUDIES-MUSIC APPREC. I,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOUTHWEST ISD,B,Major Suburban,SOUTHWEST ISD,B,Major Suburban
15912,3350100,PSYCHOLOGY (PSYCH),0.0,0.0,0.0,0.0,0.0,0.0,14.0,42.0,3.0,15.0,45.0,3.0,7.0,21.0,3.0,7.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,SOUTHWEST ISD,B,Major Suburban,SOUTHWEST ISD,B,Major Suburban
15912,13014500,PRACTICUM ED & TRAINING,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,24.0,4.0,6.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,SOUTHWEST ISD,B,Major Suburban,SOUTHWEST ISD,B,Major Suburban
15912,13020600,ANATOMY & PHYSIOLOGY,0.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0,3.0,6.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,32.0,4.0,8.0,32.0,4.0,SOUTHWEST ISD,B,Major Suburban,SOUTHWEST ISD,B,Major Suburban
15912,13027300,COMPUTER MAINTENANCE,0.0,0.0,0.0,0.0,0.0,0.0,9.0,36.0,4.0,9.0,36.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,40.0,4.0,10.0,40.0,4.0,SOUTHWEST ISD,B,Major Suburban,SOUTHWEST ISD,B,Major Suburban
15912,13027400,TELECOMM & NETWORKING,0.0,0.0,0.0,0.0,0.0,0.0,9.0,36.0,4.0,9.0,36.0,4.0,14.0,42.0,3.0,14.0,42.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,SOUTHWEST ISD,B,Major Suburban,SOUTHWEST ISD,B,Major Suburban
15913,13028000,RESEARCH IN INFO TECH SOL,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LACKLAND ISD,G,Non-metropolitan Stable,LACKLAND ISD,G,Non-metropolitan Stable
15913,13028010,RESEARCH IN INFO TECH SOL II,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LACKLAND ISD,G,Non-metropolitan Stable,LACKLAND ISD,G,Non-metropolitan Stable
15914,3102500,INDEP STUDY IN MATH (1ST TIME),0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,3.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FT SAM HOUSTON ISD,G,Non-metropolitan Stable,FT SAM HOUSTON ISD,G,Non-metropolitan Stable
15914,3340100,US HISTORY STUDIES SINCE 1877,0.0,0.0,0.0,0.0,0.0,0.0,17.0,102.0,6.0,31.0,186.0,6.0,3.0,12.0,4.0,6.0,24.0,4.0,12.0,48.0,4.0,11.0,66.0,6.0,FT SAM HOUSTON ISD,G,Non-metropolitan Stable,FT SAM HOUSTON ISD,G,Non-metropolitan Stable
15914,3100102,AP CALCULUS BC,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FT SAM HOUSTON ISD,G,Non-metropolitan Stable,FT SAM HOUSTON ISD,G,Non-metropolitan Stable
15914,3100200,AP STATISTICS (APSTATS),0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FT SAM HOUSTON ISD,G,Non-metropolitan Stable,FT SAM HOUSTON ISD,G,Non-metropolitan Stable
15915,3370100,SOCIOLOGY (SOC),0.0,0.0,0.0,0.0,0.0,0.0,19.0,57.0,3.0,43.0,129.0,3.0,17.0,51.0,3.0,43.0,129.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,NORTHSIDE ISD,A,Major Urban,NORTHSIDE ISD,A,Major Urban
15915,3500500,"ART II, DRAWING I",0.0,0.0,0.0,0.0,0.0,0.0,16.0,96.0,6.0,28.0,168.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORTHSIDE ISD,A,Major Urban,NORTHSIDE ISD,A,Major Urban
15915,13001500,"WILDLIFE, FISH & ECO MGT",0.0,0.0,0.0,0.0,0.0,0.0,10.0,60.0,6.0,10.0,60.0,6.0,29.0,174.0,6.0,29.0,174.0,6.0,10.0,30.0,3.0,10.0,30.0,3.0,NORTHSIDE ISD,A,Major Urban,NORTHSIDE ISD,A,Major Urban
15915,13004900,CONSTRUCTION MANAGEMENT,0.0,0.0,0.0,0.0,0.0,0.0,25.0,91.0,3.6,25.0,91.0,3.6,21.0,84.0,4.0,21.0,84.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,NORTHSIDE ISD,A,Major Urban,NORTHSIDE ISD,A,Major Urban
15915,13005100,CONSTRUCTION TECHNOLOGY,0.0,0.0,0.0,0.0,0.0,0.0,69.0,265.0,3.8,69.0,265.0,3.8,60.0,240.0,4.0,60.0,240.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,NORTHSIDE ISD,A,Major Urban,NORTHSIDE ISD,A,Major Urban
15915,13005200,ADVANCED CONSTR TECHNOLOGY,0.0,0.0,0.0,0.0,0.0,0.0,18.0,85.0,4.7,18.0,85.0,4.7,21.0,103.0,4.9,21.0,103.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,NORTHSIDE ISD,A,Major Urban,NORTHSIDE ISD,A,Major Urban
15915,13006100,ADV PIPING & PLUMBING TECH,0.0,0.0,0.0,0.0,0.0,0.0,15.0,45.0,3.0,15.0,45.0,3.0,14.0,70.0,5.0,14.0,70.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,NORTHSIDE ISD,A,Major Urban,NORTHSIDE ISD,A,Major Urban
15915,13006200,PRACTICUM IN CONSTR MGT,0.0,0.0,0.0,0.0,0.0,0.0,21.0,93.0,4.4,21.0,93.0,4.4,31.0,155.0,5.0,31.0,155.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,NORTHSIDE ISD,A,Major Urban,NORTHSIDE ISD,A,Major Urban
15916,3102500,INDEP STUDY IN MATH (1ST TIME),0.0,0.0,0.0,0.0,0.0,0.0,5.0,20.0,4.0,101.0,310.0,3.1,37.0,198.0,5.4,124.0,484.0,3.9,50.0,153.0,3.1,141.0,428.0,3.0,JUDSON ISD,B,Major Suburban,JUDSON ISD,B,Major Suburban
15916,3241200,INDEP STUDY/SPEECH (1ST TIME),0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,111.0,333.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JUDSON ISD,B,Major Suburban,JUDSON ISD,B,Major Suburban
15916,3250100,"THEATRE I, THEATRE ARTS I",0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,4.0,34.0,105.0,3.1,1.0,1.0,1.0,46.0,136.0,3.0,105.0,315.0,3.0,175.0,525.0,3.0,JUDSON ISD,B,Major Suburban,JUDSON ISD,B,Major Suburban
15916,3310300,ECONOMICS W/EMPH FREE ENTERPR,0.0,0.0,0.0,0.0,0.0,0.0,15.0,45.0,3.0,119.0,357.0,3.0,21.0,63.0,3.0,109.0,327.0,3.0,13.0,39.0,3.0,113.0,339.0,3.0,JUDSON ISD,B,Major Suburban,JUDSON ISD,B,Major Suburban
15916,3320100,WORLD GEOGRAPHY STUDIES (W GEO,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,112.0,336.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JUDSON ISD,B,Major Suburban,JUDSON ISD,B,Major Suburban
15916,3330100,UNITED STATES GOVERNMENT (GOVT,0.0,0.0,0.0,0.0,0.0,0.0,9.0,27.0,3.0,114.0,342.0,3.0,13.0,39.0,3.0,99.0,297.0,3.0,14.0,42.0,3.0,115.0,345.0,3.0,JUDSON ISD,B,Major Suburban,JUDSON ISD,B,Major Suburban
15916,3340100,US HISTORY STUDIES SINCE 1877,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,3.0,11.0,33.0,3.0,6.0,18.0,3.0,6.0,24.0,4.0,33.0,192.0,5.8,39.0,225.0,5.8,JUDSON ISD,B,Major Suburban,JUDSON ISD,B,Major Suburban
15916,3380032,SPEC TOPICS IN SOC STUD (3RD),0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,96.0,288.0,3.0,28.0,84.0,3.0,103.0,309.0,3.0,27.0,81.0,3.0,106.0,318.0,3.0,JUDSON ISD,B,Major Suburban,JUDSON ISD,B,Major Suburban
15916,3500110,ART I - ART APPRECIATION,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JUDSON ISD,B,Major Suburban,JUDSON ISD,B,Major Suburban
15916,13001500,"WILDLIFE, FISH & ECO MGT",0.0,0.0,0.0,0.0,0.0,0.0,16.0,30.0,1.9,16.0,30.0,1.9,16.0,93.0,5.8,16.0,93.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,JUDSON ISD,B,Major Suburban,JUDSON ISD,B,Major Suburban
15916,13001800,PRINC&ELEM OF FLORAL DESIGN,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,50.0,276.0,5.5,51.0,282.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,JUDSON ISD,B,Major Suburban,JUDSON ISD,B,Major Suburban
15916,13001900,LANDSCP DESGN & TURF GRASS MGT,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.8,1.8,1.8,1.8,1.8,6.0,24.0,4.0,6.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,JUDSON ISD,B,Major Suburban,JUDSON ISD,B,Major Suburban
15916,13002000,HORTICULTURE SCIENCE,0.0,0.0,0.0,0.0,0.0,0.0,12.0,22.0,1.8,12.0,22.0,1.8,14.0,42.0,3.0,14.0,42.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,JUDSON ISD,B,Major Suburban,JUDSON ISD,B,Major Suburban
15916,13011400,BUSIN INFO MGT I,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,42.0,3.0,39.0,117.0,3.0,JUDSON ISD,B,Major Suburban,JUDSON ISD,B,Major Suburban
15916,13014500,PRACTICUM ED & TRAINING,0.0,0.0,0.0,0.0,0.0,0.0,18.0,54.0,3.0,18.0,54.0,3.0,11.0,63.0,5.7,11.0,63.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,JUDSON ISD,B,Major Suburban,JUDSON ISD,B,Major Suburban
15916,13020510,PRACTICUM HEALTH SCIENCE II,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JUDSON ISD,B,Major Suburban,JUDSON ISD,B,Major Suburban
15916,13024700,CHILD DEVELOPMENT,0.0,0.0,0.0,0.0,0.0,0.0,67.0,363.0,5.4,68.0,366.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JUDSON ISD,B,Major Suburban,JUDSON ISD,B,Major Suburban
15916,13028000,RESEARCH IN INFO TECH SOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,17.0,0.0,12.0,66.0,5.5,12.0,66.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,JUDSON ISD,B,Major Suburban,JUDSON ISD,B,Major Suburban
15916,13028010,RESEARCH IN INFO TECH SOL II,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,JUDSON ISD,B,Major Suburban,JUDSON ISD,B,Major Suburban
15916,13032600,ADV PRECISION METAL MANUF,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,2.0,5.0,10.0,2.0,7.0,21.0,3.0,7.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,JUDSON ISD,B,Major Suburban,JUDSON ISD,B,Major Suburban
15916,13039300,"ENERGY, PWR, & TRANS SYS",0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.5,3.5,3.5,3.5,3.5,5.0,15.0,3.0,5.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,JUDSON ISD,B,Major Suburban,JUDSON ISD,B,Major Suburban
15916,13039400,AIRCRAFT TECHNOLOGY,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,15.0,3.0,5.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,JUDSON ISD,B,Major Suburban,JUDSON ISD,B,Major Suburban
15916,13039600,AUTOMOTIVE TECHNOLOGY,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JUDSON ISD,B,Major Suburban,JUDSON ISD,B,Major Suburban
15917,3155400,MUSIC STUDIES - MUSIC THEORY I,0.0,0.0,0.0,0.0,0.0,0.0,123.0,369.0,3.0,149.0,447.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,150.0,3.0,74.0,222.0,3.0,SOUTHSIDE ISD,B,Major Suburban,SOUTHSIDE ISD,B,Major Suburban
15917,3220400,ENGLISH IV (ENG 4),0.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0,3.0,6.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,60.0,5.5,51.0,288.0,5.6,SOUTHSIDE ISD,B,Major Suburban,SOUTHSIDE ISD,B,Major Suburban
15917,3340400,WORLD HISTORY STUDIES (W HIST),0.0,0.0,0.0,0.0,0.0,0.0,23.0,129.0,5.6,40.0,231.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,14.0,69.0,4.9,21.0,108.0,5.1,SOUTHSIDE ISD,B,Major Suburban,SOUTHSIDE ISD,B,Major Suburban
15917,3810100,HEALTH EDUCATION (HLTH ED),0.0,0.0,0.0,0.0,0.0,0.0,26.0,78.0,3.0,45.0,135.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,48.0,3.0,30.0,90.0,3.0,SOUTHSIDE ISD,B,Major Suburban,SOUTHSIDE ISD,B,Major Suburban
15917,13020600,ANATOMY & PHYSIOLOGY,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOUTHSIDE ISD,B,Major Suburban,SOUTHSIDE ISD,B,Major Suburban
15917,13028000,RESEARCH IN INFO TECH SOL,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,4.0,3.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOUTHSIDE ISD,B,Major Suburban,SOUTHSIDE ISD,B,Major Suburban
15917,13028010,RESEARCH IN INFO TECH SOL II,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOUTHSIDE ISD,B,Major Suburban,SOUTHSIDE ISD,B,Major Suburban
15917,13032600,ADV PRECISION METAL MANUF,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOUTHSIDE ISD,B,Major Suburban,SOUTHSIDE ISD,B,Major Suburban
15917,13032900,MANUFACTURING ENGINEERING,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOUTHSIDE ISD,B,Major Suburban,SOUTHSIDE ISD,B,Major Suburban
